Uniprot Accession	Gene	Description	Peptides used for quantitation	Confidence score	Molecular weight (Da)	LB
P0AFF0	nuoN	NADH-quinone oxidoreductase subunit N OS=Escherichia coli (strain K12) GN=nuoN PE=1 SV=2	1	72.16	51992.04676	133
P0A9H5	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase OS=Escherichia coli (strain K12) GN=btuR PE=3 SV=1	1	192.64	21967.13764	545
P0AFS3	folM	Dihydrofolate reductase folM OS=Escherichia coli (strain K12) GN=folM PE=1 SV=1	1	55.72	26313.56662	39
P76062	racR	Rac prophage repressor OS=Escherichia coli (strain K12) GN=racR PE=4 SV=1	1	91.04	17634.15454	108
P0ADV9	lptC	Lipopolysaccharide export system protein lptC OS=Escherichia coli (strain K12) GN=lptC PE=1 SV=1	1	27.46	21671.13798	89
P33647	chpB	mRNA interferase ChpB OS=Escherichia coli (strain K12) GN=chpB PE=1 SV=1	1	81.77	12466.47567	46
P0A8Z0	yciA	Acyl-CoA thioester hydrolase YciA OS=Escherichia coli (strain K12) GN=yciA PE=3 SV=1	1	36.72	14203.3308	73
P37637	mdtF	Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1	1	68.45	111427.8252	1
P08245	yciH	Uncharacterized protein yciH OS=Escherichia coli (strain K12) GN=yciH PE=1 SV=1	1	50.55	11371.09405	107
P46859	gntK	Thermoresistant gluconokinase OS=Escherichia coli (strain K12) GN=gntK PE=1 SV=4	1	34.9	19513.00572	19
P76001	ycgJ	Uncharacterized protein ycgJ OS=Escherichia coli (strain K12) GN=ycgJ PE=4 SV=1	1	34.64	13387.27341	30
D8FH86	cas1	CRISPR-associated endonuclease Cas1 OS=Peptoniphilus sp. oral taxon 836 str. F0141 GN=cas1 PE=4 SV=1	1	22.28	35325.32876	29
P0AAW1	ybhP	Uncharacterized protein ybhP OS=Escherichia coli (strain K12) GN=ybhP PE=4 SV=1	1	37.09	28753.60686	2
P69910	gadB	Glutamate decarboxylase beta OS=Escherichia coli (strain K12) GN=gadB PE=1 SV=1	1	1202.76	52616.14498	13
P0AB49	ychH	Uncharacterized protein ychH OS=Escherichia coli (strain K12) GN=ychH PE=4 SV=1	1	96.66	10461.42793	8
P77615	ycjW	Uncharacterized HTH-type transcriptional regulator ycjW OS=Escherichia coli (strain K12) GN=ycjW PE=1 SV=1	1	102.04	36093.66433	48
P0A6V5	glpE	Thiosulfate sulfurtransferase glpE OS=Escherichia coli (strain K12) GN=glpE PE=1 SV=1	1	24.56	12056.61516	37
Q46864	mqsA	Antitoxin MqsA OS=Escherichia coli (strain K12) GN=mqsA PE=1 SV=1	1	36.79	14675.5967	181
P0A8C1	ybjQ	UPF0145 protein ybjQ OS=Escherichia coli (strain K12) GN=ybjQ PE=1 SV=1	1	37.68	11411.79062	128
P0AFW0	rfaH	Transcriptional activator rfaH OS=Escherichia coli (strain K12) GN=rfaH PE=1 SV=1	1	25.49	18310.62435	78
P0AD44	yfhG	Uncharacterized protein yfhG OS=Escherichia coli (strain K12) GN=yfhG PE=4 SV=1	1	85.14	27312.92855	9
P0AGJ7	trmL	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL OS=Escherichia coli (strain K12) GN=trmL PE=1 SV=1	1	70.44	17697.0057	63
P39321	tamB	Uncharacterized protein ytfN OS=Escherichia coli (strain K12) GN=ytfN PE=1 SV=2	1	75.45	136677.0266	9
P64488	yeaR	Uncharacterized protein yeaR OS=Escherichia coli (strain K12) GN=yeaR PE=1 SV=1	1	33.29	13584.79585	7
P61887	rmlA	Glucose-1-phosphate thymidylyltransferase 2 OS=Escherichia coli (strain K12) GN=rmlA2 PE=1 SV=1	1	130.69	32695.83335	57
P76502	sixA	Phosphohistidine phosphatase sixA OS=Escherichia coli (strain K12) GN=sixA PE=1 SV=1	1	48.15	17178.5693	49
E1MTY0		CRISPR-associated protein Cas1 OS=Methylobacter tundripaludum SV96 GN=MettuDRAFT_4149 PE=4 SV=1	1	30.76	33458.63468	48
P0A8N0	matP	UPF0268 protein ycbG OS=Escherichia coli (strain K12) GN=ycbG PE=3 SV=1	1	32.82	17664.37878	43
P0AFA7	nhaB	Na(+)/H(+) antiporter nhaB OS=Escherichia coli (strain K12) GN=nhaB PE=1 SV=1	1	56.6	56673.40997	0
P77526	yfcG	Probable disulfide bond reductase yfcG OS=Escherichia coli (strain K12) GN=yfcG PE=1 SV=1	1	30.95	24482.57638	35
P0AFY6	sbmA	Protein sbmA OS=Escherichia coli (strain K12) GN=sbmA PE=1 SV=1	1	44.93	46411.35263	4
P77302	ydaM	Probable diguanylate cyclase YdaM OS=Escherichia coli (strain K12) GN=ydaM PE=1 SV=2	1	55.61	46404.9105	17
P51024	yaiL	Uncharacterized protein yaiL OS=Escherichia coli (strain K12) GN=yaiL PE=4 SV=2	1	48.09	19892.57974	158
P0AD57	ispB	Octaprenyl-diphosphate synthase OS=Escherichia coli (strain K12) GN=ispB PE=1 SV=1	1	72.53	35176.70652	99
P0A8V0	rbn	Ribonuclease Z OS=Escherichia coli (strain K12) GN=rnz PE=1 SV=1	1	56.13	32890.88317	10
P68688	grxA	Glutaredoxin-1 OS=Escherichia coli (strain K12) GN=grxA PE=1 SV=1	1	49.45	9660.76081	165
P0AFJ5	phoB	Phosphate regulon transcriptional regulatory protein phoB OS=Escherichia coli (strain K12) GN=phoB PE=1 SV=1	1	36	26398.404	9
P0AEG1	dppC	Dipeptide transport system permease protein dppC OS=Escherichia coli (strain K12) GN=dppC PE=1 SV=1	1	122.63	32269.29171	36
P24224	acpS	Holo-[acyl-carrier-protein] synthase OS=Escherichia coli (strain K12) GN=acpS PE=1 SV=3	1	104.66	14025.51012	83
P76342	yedY	Sulfoxide reductase catalytic subunit yedY OS=Escherichia coli (strain K12) GN=yedY PE=1 SV=1	1	96.81	37327.34044	4
P0AEY3	mazG	Nucleoside triphosphate pyrophosphohydrolase OS=Escherichia coli (strain K12) GN=mazG PE=1 SV=1	1	56.82	30375.18521	4
P0ACX5	ydhZ	Uncharacterized protein ydhZ OS=Escherichia coli (strain K12) GN=ydhZ PE=4 SV=1	1	42.97	7884.24121	89
P0AAX3	ybiJ	Uncharacterized protein YbiJ OS=Escherichia coli (strain K12) GN=ybiJ PE=3 SV=1	1	67.55	8544.38689	5
P62672	apaG	Protein ApaG OS=Escherichia coli (strain K12) GN=apaG PE=3 SV=1	1	29.62	13840.01621	17
P45531	tusC	Protein tusC OS=Escherichia coli (strain K12) GN=tusC PE=1 SV=1	1	46.56	13018.79152	23
P39334	bdcR	Uncharacterized HTH-type transcriptional regulator yjgJ OS=Escherichia coli (strain K12) GN=yjgJ PE=4 SV=2	1	62.82	21469.82323	714
P76561	ypfH	Esterase YpfH OS=Escherichia coli (strain K12) GN=ypfH PE=3 SV=2	1	49.38	24821.4456	39
P0ACS7	rpiR	HTH-type transcriptional regulator rpiR OS=Escherichia coli (strain K12) GN=rpiR PE=1 SV=1	1	45.28	32323.62427	40
P76223	ynjB	Protein ynjB OS=Escherichia coli (strain K12) GN=ynjB PE=1 SV=2	1	62.31	42799.84579	14
P76231	yeaC	Uncharacterized protein yeaC OS=Escherichia coli (strain K12) GN=yeaC PE=4 SV=2	1	52.03	10313.09727	227
P32173	mobA	Molybdopterin-guanine dinucleotide biosynthesis protein A OS=Escherichia coli (strain K12) GN=mobA PE=1 SV=1	1	31.87	21610.99557	19
P39161	uxuR	Uxu operon transcriptional regulator OS=Escherichia coli (strain K12) GN=uxuR PE=4 SV=1	1	51.72	29271.79279	11
P32685	yjbD	Uncharacterized protein yjbD OS=Escherichia coli (strain K12) GN=yjbD PE=4 SV=1	1	65.6	10507.58832	162
P77182	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein mnmC OS=Escherichia coli (strain K12) GN=mnmC PE=1 SV=2	1	53.11	74368.85895	12
P33644	yfiH	UPF0124 protein yfiH OS=Escherichia coli (strain K12) GN=yfiH PE=1 SV=1	1	60.73	26304.0757	30
P06966	dicA	HTH-type transcriptional regulator dicA OS=Escherichia coli (strain K12) GN=dicA PE=4 SV=1	1	36.02	15628.36252	25
P0AFX7	rseA	Sigma-E factor negative regulatory protein OS=Escherichia coli (strain K12) GN=rseA PE=1 SV=1	1	89.56	24287.99697	60
P43337	nudL	Uncharacterized Nudix hydrolase nudL OS=Escherichia coli (strain K12) GN=nudL PE=3 SV=1	1	30.35	21404.30829	9
P68739	nfi	Endonuclease V OS=Escherichia coli (strain K12) GN=nfi PE=1 SV=1	1	70.22	24638.84252	7
P0A8D3	yaiI	UPF0178 protein yaiI OS=Escherichia coli (strain K12) GN=yaiI PE=1 SV=1	1	57.75	16940.74665	54
P75958	lolE	Lipoprotein-releasing system transmembrane protein lolE OS=Escherichia coli (strain K12) GN=lolE PE=1 SV=3	1	34.42	45297.15927	6
P0ABR1	dinI	DNA-damage-inducible protein I OS=Escherichia coli (strain K12) GN=dinI PE=1 SV=1	1	81.64	8925.50991	226
P31550	thiB	Thiamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=thiB PE=1 SV=2	1	59.89	36122.50419	82
P76318	yedK	Uncharacterized protein yedK OS=Escherichia coli (strain K12) GN=yedK PE=1 SV=2	1	91.47	24945.47371	4
P0A9G4	cueR	HTH-type transcriptional regulator CueR OS=Escherichia coli (strain K12) GN=cueR PE=1 SV=1	1	50.33	15207.58712	103
P30128	greB	Transcription elongation factor greB OS=Escherichia coli (strain K12) GN=greB PE=1 SV=2	1	44.61	18497.54848	1
P76273	rsmF	Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rsmF PE=1 SV=2	1	30.33	53175.97166	68
P36673	treR	HTH-type transcriptional regulator treR OS=Escherichia coli (strain K12) GN=treR PE=1 SV=2	1	65.49	34490.8725	1
P76237	yeaJ	Putative diguanylate cylase YeaJ OS=Escherichia coli (strain K12) GN=yeaJ PE=2 SV=2	1	80.07	56548.98294	2
P64610	yrbL	Uncharacterized protein yrbL OS=Escherichia coli (strain K12) GN=yrbL PE=2 SV=1	1	46.51	24311.57908	46
P75974	cohE	Putative lambdoid prophage e14 repressor protein C2 OS=Escherichia coli (strain K12) GN=ymfK PE=4 SV=1	1	40.26	25060.52554	6
P21365	yciC	UPF0259 membrane protein yciC OS=Escherichia coli (strain K12) GN=yciC PE=1 SV=2	1	52.37	26383.57942	20
P52060	yggU	UPF0235 protein yggU OS=Escherichia coli (strain K12) GN=yggU PE=3 SV=2	1	37.82	10431.76399	56
P33014	yeeD	UPF0033 protein yeeD OS=Escherichia coli (strain K12) GN=yeeD PE=3 SV=1	1	94.33	8125.05516	3135
Q47083	cbl	HTH-type transcriptional regulator cbl OS=Escherichia coli (strain K12) GN=cbl PE=1 SV=2	1	62.11	35815.80719	18
P24207	pheP	Phenylalanine-specific permease OS=Escherichia coli (strain K12) GN=pheP PE=1 SV=1	1	54.84	50625.89595	16
P76007	cvrA	Cell volume regulation protein A OS=Escherichia coli (strain K12) GN=cvrA PE=3 SV=2	1	39.02	62227.45021	5
P27300	lpxK	Tetraacyldisaccharide 4'-kinase OS=Escherichia coli (strain K12) GN=lpxK PE=1 SV=2	1	30.71	35548.81356	17
P32125	mobB	Molybdopterin-guanine dinucleotide biosynthesis protein B OS=Escherichia coli (strain K12) GN=mobB PE=1 SV=3	1	32.77	19333.10377	17
P60872	yidE	Putative transport protein YidE OS=Escherichia coli (strain K12) GN=yidE PE=3 SV=1	1	75.23	58883.01742	1
P0AFE8	nuoM	NADH-quinone oxidoreductase subunit M OS=Escherichia coli (strain K12) GN=nuoM PE=1 SV=1	1	38.17	56468.78099	66
P76164	ydfW	Uncharacterized protein ydfW in Qin prophage region OS=Escherichia coli (strain K12) GN=ydfW PE=5 SV=2	1	39.51	8702.8156	2
P27837	yifK	Probable transport protein YifK OS=Escherichia coli (strain K12) GN=yifK PE=1 SV=4	1	84.29	50347.6544	5
P60782	plsY	Probable glycerol-3-phosphate acyltransferase OS=Escherichia coli (strain K12) GN=plsY PE=1 SV=1	1	31.87	22160.83806	0
P42626	yhaM	UPF0597 protein yhaM OS=Escherichia coli (strain K12) GN=yhaM PE=3 SV=3	1	59.82	45314.01645	34
P00936	cyaA	Adenylate cyclase OS=Escherichia coli (strain K12) GN=cyaA PE=3 SV=5	1	78.88	97506.18956	0
P42904	agaV	N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 2 OS=Escherichia coli (strain K12) GN=agaV PE=4 SV=1	1	41.86	17057.00437	61
P0A6S5	ftsB	Cell division protein ftsB OS=Escherichia coli (strain K12) GN=ftsB PE=1 SV=1	1	43.39	11596.94527	24
P24252	ybgA	Uncharacterized protein ybgA OS=Escherichia coli (strain K12) GN=ybgA PE=4 SV=1	1	33.45	20180.48824	0
P28631	holB	DNA polymerase III subunit delta' OS=Escherichia coli (strain K12) GN=holB PE=1 SV=2	1	52.16	36895.11788	20
P60720	lipB	Octanoyltransferase OS=Escherichia coli (strain K12) GN=lipB PE=1 SV=1	1	35.28	23849.28176	19
P69346	yefM	Antitoxin YefM OS=Escherichia coli (strain K12) GN=yefM PE=1 SV=1	1	76.08	9283.61816	88
P21369	pncA	Pyrazinamidase/nicotinamidase OS=Escherichia coli (strain K12) GN=pncA PE=3 SV=1	1	29.33	23329.25303	61
P75839	ycaP	UPF0702 transmembrane protein ycaP OS=Escherichia coli (strain K12) GN=ycaP PE=3 SV=1	1	43.73	26246.69386	2
P23842	yfeA	Uncharacterized protein YfeA OS=Escherichia coli (strain K12) GN=yfeA PE=2 SV=2	1	49.69	83451.88215	3
P09126	hemD	Uroporphyrinogen-III synthase OS=Escherichia coli (strain K12) GN=hemD PE=3 SV=1	1	49.13	27762.46373	18
P75989	ycgE	HTH-type transcriptional repressor YcgE OS=Escherichia coli (strain K12) GN=ycgE PE=1 SV=1	1	39.03	28228.59956	2
P0A6M4	dtd	D-tyrosyl-tRNA(Tyr) deacylase OS=Escherichia coli (strain K12) GN=dtd PE=1 SV=1	1	50.41	15921.98499	9
P07648	recC	Exodeoxyribonuclease V gamma chain OS=Escherichia coli (strain K12) GN=recC PE=1 SV=1	1	48.77	128747.9472	1
P38051	menF	Menaquinone-specific isochorismate synthase OS=Escherichia coli (strain K12) GN=menF PE=1 SV=4	1	43.83	48716.08772	7
Q46798	ygeR	Uncharacterized lipoprotein ygeR OS=Escherichia coli (strain K12) GN=ygeR PE=4 SV=2	1	37.03	26529.88379	5
P08550	cvpA	Colicin V production protein OS=Escherichia coli (strain K12) GN=cvpA PE=1 SV=1	1	25.66	17877.46152	11
P0A9W0	ulaR	HTH-type transcriptional regulator ulaR OS=Escherichia coli (strain K12) GN=ulaR PE=1 SV=1	1	105.97	27566.3263	55
P32160	yiiQ	Uncharacterized protein yiiQ OS=Escherichia coli (strain K12) GN=yiiQ PE=4 SV=1	1	27.29	21731.32189	23
P07013	priB	Primosomal replication protein n OS=Escherichia coli (strain K12) GN=priB PE=1 SV=3	1	50.04	11416.79899	1
P27242	waaU	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase OS=Escherichia coli (strain K12) GN=waaU PE=4 SV=2	1	45.1	41684.92104	16
P65294	ygdR	Uncharacterized lipoprotein ygdR OS=Escherichia coli (strain K12) GN=ygdR PE=1 SV=1	1	48.32	7853.82589	0
P24230	recG	ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1	1	71.25	76364.17226	7
P03813	ygeA	Uncharacterized protein YgeA OS=Escherichia coli (strain K12) GN=ygeA PE=1 SV=1	1	56.73	25213.74597	6
P22939	ispA	Farnesyl diphosphate synthase OS=Escherichia coli (strain K12) GN=ispA PE=1 SV=1	1	44.07	32121.51571	19
P41039	ybiI	Uncharacterized protein ybiI OS=Escherichia coli (strain K12) GN=ybiI PE=1 SV=1	1	90.93	9731.70726	4
P0AES2	gudD	Glucarate dehydratase OS=Escherichia coli (strain K12) GN=gudD PE=1 SV=2	1	21.66	49091.57737	2
P75746	ybgL	UPF0271 protein ybgL OS=Escherichia coli (strain K12) GN=ybgL PE=1 SV=1	1	93.73	25766.06281	8
D4HZR9	ygbT	Uncharacterized protein ygbT OS=Erwinia amylovora (strain CFBP1430) GN=ygbT PE=4 SV=1	1	25.3	32800.6034	5
P42596	rlmG	Ribosomal RNA large subunit methyltransferase G OS=Escherichia coli (strain K12) GN=rlmG PE=1 SV=2	1	57.08	42286.79116	12
P76575	yfgJ	Uncharacterized protein yfgJ OS=Escherichia coli (strain K12) GN=yfgJ PE=1 SV=2	1	33.02	7970.746	11
P0A8P8	xerD	Tyrosine recombinase xerD OS=Escherichia coli (strain K12) GN=xerD PE=1 SV=1	1	63.19	34207.09259	29
P37590	pmrD	Signal transduction protein pmrD OS=Escherichia coli (strain K12) GN=pmrD PE=1 SV=2	1	22.65	9845.97225	36
P0AFW2	rmf	Ribosome modulation factor OS=Escherichia coli (strain K12) GN=rmf PE=1 SV=1	1	27.17	6485.25379	16
P32177	fdhD	Protein FdhD OS=Escherichia coli (strain K12) GN=fdhD PE=3 SV=1	1	25.79	30522.51058	2
P76537	yfeY	Uncharacterized protein yfeY OS=Escherichia coli (strain K12) GN=yfeY PE=1 SV=1	1	39.84	20866.10587	42
P0A843	tatE	Sec-independent protein translocase protein tatE OS=Escherichia coli (strain K12) GN=tatE PE=1 SV=1	1	92.86	7001.88159	46
Q6BEX0	ytfR	Uncharacterized ABC transporter ATP-binding protein YtfR OS=Escherichia coli (strain K12) GN=ytfR PE=3 SV=1	1	35.85	55207.40745	2
P33015	yeeE	UPF0394 inner membrane protein yeeE OS=Escherichia coli (strain K12) GN=yeeE PE=1 SV=1	1	38.67	38057.23736	13
P77562	yaiW	Uncharacterized protein yaiW OS=Escherichia coli (strain K12) GN=yaiW PE=4 SV=1	1	63.84	40370.90189	1
P14376	rcsC	Sensor kinase protein RcsC OS=Escherichia coli (strain K12) GN=rcsC PE=1 SV=3	1	26.44	106420.8268	3
P51020	mhpE	4-hydroxy-2-oxovalerate aldolase OS=Escherichia coli (strain K12) GN=mhpE PE=1 SV=2	1	31.76	36429.23282	14
P45468	yraQ	UPF0718 protein yraQ OS=Escherichia coli (strain K12) GN=yraQ PE=3 SV=1	1	38.35	37213.82031	4
P63340	yqeG	Inner membrane transport protein YqeG OS=Escherichia coli (strain K12) GN=yqeG PE=1 SV=1	1	35.11	45051.36046	0
P23522	garL	5-keto-4-deoxy-D-glucarate aldolase OS=Escherichia coli (strain K12) GN=garL PE=1 SV=2	1	94.02	27349.15986	241
P0AGF4	xylE	D-xylose-proton symporter OS=Escherichia coli (strain K12) GN=xylE PE=1 SV=1	1	62.26	53554.83908	2
P0A8Y1	yjjG	Pyrimidine 5'-nucleotidase YjjG OS=Escherichia coli (strain K12) GN=yjjG PE=1 SV=1	1	89.87	25266.64985	67
P46474	yhdP	Uncharacterized protein yhdP OS=Escherichia coli (strain K12) GN=yhdP PE=4 SV=4	1	33.83	138949.1541	3
P0C7L2	paaJ	Beta-ketoadipyl-CoA thiolase OS=Escherichia coli (strain K12) GN=paaJ PE=1 SV=1	1	28.21	42231.81571	35
P0AD40	ypeB	Uncharacterized protein ypeB OS=Escherichia coli (strain K12) GN=ypeB PE=4 SV=1	1	37.63	8391.61238	78
P31129	ydeH	Diguanylate cyclase YdeH OS=Escherichia coli (strain K12) GN=ydeH PE=1 SV=2	1	45.92	33823.93182	1
P69681	amtB	Ammonia channel OS=Escherichia coli (strain K12) GN=amtB PE=1 SV=1	1	24.91	44467.44027	1
P0AE45	ytfL	UPF0053 inner membrane protein ytfL OS=Escherichia coli (strain K12) GN=ytfL PE=1 SV=1	1	81.14	49712.72916	22
P75767	ybhK	UPF0052 protein ybhK OS=Escherichia coli (strain K12) GN=ybhK PE=3 SV=1	1	41.36	32749.41328	7
P0AFA9	nikC	Nickel transport system permease protein nikC OS=Escherichia coli (strain K12) GN=nikC PE=1 SV=1	1	38.48	30324.07493	6
P0AB96	arsC	Arsenate reductase OS=Escherichia coli (strain K12) GN=arsC PE=3 SV=1	1	49.14	15825.29134	2
P64490	yoaC	Uncharacterized protein yoaC OS=Escherichia coli (strain K12) GN=yoaC PE=4 SV=2	1	33.73	10810.35946	29
P0ABJ6	cyoD	Cytochrome o ubiquinol oxidase protein CyoD OS=Escherichia coli (strain K12) GN=cyoD PE=1 SV=1	1	88.31	12003.07821	324
P50465	nei	Endonuclease 8 OS=Escherichia coli (strain K12) GN=nei PE=1 SV=3	1	61.69	29808.48926	0
P0AEB5	ynaI	MscS family inner membrane protein ynaI OS=Escherichia coli (strain K12) GN=ynaI PE=1 SV=1	1	73.8	38711.59081	4
P17802	mutY	A/G-specific adenine glycosylase OS=Escherichia coli (strain K12) GN=mutY PE=1 SV=1	1	50.56	39105.98291	6
P37182	hybD	Hydrogenase 2 maturation protease OS=Escherichia coli (strain K12) GN=hybD PE=1 SV=2	1	72.62	17721.47511	39
P76172	ynfD	Uncharacterized protein ynfD OS=Escherichia coli (strain K12) GN=ynfD PE=1 SV=2	1	49.42	10452.12564	7
P55135	rlmD	23S rRNA (uracil-5-)-methyltransferase RumA OS=Escherichia coli (strain K12) GN=rumA PE=1 SV=3	1	26.35	48003.82899	4
P0AD37	yfeC	Uncharacterized protein yfeC OS=Escherichia coli (strain K12) GN=yfeC PE=4 SV=1	1	56.72	12693.80872	180
P0AD65	mrdA	Penicillin-binding protein 2 OS=Escherichia coli (strain K12) GN=mrdA PE=3 SV=1	1	60.85	70794.43784	14
P18392	rstB	Sensor protein rstB OS=Escherichia coli (strain K12) GN=rstB PE=1 SV=2	1	36.15	49233.45324	4
Q46802	ygeV	Uncharacterized sigma-54-dependent transcriptional regulator ygeV OS=Escherichia coli (strain K12) GN=ygeV PE=4 SV=1	1	62.61	66036.49819	21
P0A8P6	xerC	Tyrosine recombinase xerC OS=Escherichia coli (strain K12) GN=xerC PE=1 SV=1	1	56.17	33828.69989	16
P05704	trg	Methyl-accepting chemotaxis protein III OS=Escherichia coli (strain K12) GN=trg PE=1 SV=3	1	43.1	58844.23824	0
Q2A0K9	sbcB	Exodeoxyribonuclease I OS=Escherichia coli (strain K12) GN=sbcB PE=4 SV=1	1	56.89	53429.92251	0
P76076	ydbL	Uncharacterized protein ydbL OS=Escherichia coli (strain K12) GN=ydbL PE=4 SV=2	1	51.24	11852.35305	16
P76079	paaC	Phenylacetic acid degradation protein paaC OS=Escherichia coli (strain K12) GN=paaC PE=1 SV=1	1	81.59	27842.07375	2
P0AG71	rmuC	DNA recombination protein rmuC OS=Escherichia coli (strain K12) GN=rmuC PE=1 SV=1	1	65.89	54712.72213	7
P37052	ychJ	UPF0225 protein ychJ OS=Escherichia coli (strain K12) GN=ychJ PE=1 SV=2	1	34.32	16960.9477	6
P67699	yddM	Uncharacterized HTH-type transcriptional regulator YddM OS=Escherichia coli (strain K12) GN=yddM PE=3 SV=1	1	111.08	10376.46353	126
P25798	fliF	Flagellar M-ring protein OS=Escherichia coli (strain K12) GN=fliF PE=1 SV=3	1	52.55	60534.19533	1
P76078	paaB	Phenylacetic acid degradation protein paaB OS=Escherichia coli (strain K12) GN=paaB PE=2 SV=1	1	74.87	10917.31304	119
P31697	fimC	Chaperone protein fimC OS=Escherichia coli (strain K12) GN=fimC PE=1 SV=3	1	64.64	26653.86317	8
P0A8H8	yacG	UPF0243 zinc-binding protein yacG OS=Escherichia coli (strain K12) GN=yacG PE=1 SV=1	1	39.63	7283.40821	255
P52062	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW OS=Escherichia coli (strain K12) GN=yggW PE=3 SV=1	1	75.99	42539.39821	2
P07021	yfiB	Putative lipoprotein yfiB OS=Escherichia coli (strain K12) GN=yfiB PE=3 SV=2	1	47.65	17215.72613	3
P0A9T6	ybaQ	Uncharacterized HTH-type transcriptional regulator ybaQ OS=Escherichia coli (strain K12) GN=ybaQ PE=1 SV=1	1	72.85	13144.90646	15
P05523	mutM	Formamidopyrimidine-DNA glycosylase OS=Escherichia coli (strain K12) GN=mutM PE=1 SV=3	1	84.13	30252.88552	21
P27243	rfaL	O-antigen ligase OS=Escherichia coli (strain K12) GN=rfaL PE=1 SV=2	1	27.63	46829.57412	2
P38104	rspA	Starvation-sensing protein rspA OS=Escherichia coli (strain K12) GN=rspA PE=1 SV=1	1	45.28	45920.60727	3
P60955	lgt	Prolipoprotein diacylglyceryl transferase OS=Escherichia coli (strain K12) GN=lgt PE=1 SV=1	1	101.87	33068.23984	9
P0ABT5	dusB	tRNA-dihydrouridine synthase B OS=Escherichia coli (strain K12) GN=dusB PE=1 SV=1	1	22.39	35825.34133	22
P0AD01	dcuR	Transcriptional regulatory protein dcuR OS=Escherichia coli (strain K12) GN=dcuR PE=1 SV=1	1	64.83	27452.90703	5
P09155	rnd	Ribonuclease D OS=Escherichia coli (strain K12) GN=rnd PE=1 SV=1	1	63.37	42688.91983	0
P27250	ahr	Uncharacterized zinc-type alcohol dehydrogenase-like protein YjgB OS=Escherichia coli (strain K12) GN=yjgB PE=3 SV=2	1	75.86	36460.44988	0
P0AFT5	yehT	Uncharacterized response regulatory protein yehT OS=Escherichia coli (strain K12) GN=yehT PE=3 SV=1	1	76.34	27364.42848	20
P37348	yecE	UPF0759 protein yecE OS=Escherichia coli (strain K12) GN=yecE PE=1 SV=4	1	34.78	31441.29762	1
P0ACS9	acrR	HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) GN=acrR PE=1 SV=1	1	75.62	24732.72124	40
P77398	arnA	Bifunctional polymyxin resistance protein ArnA OS=Escherichia coli (strain K12) GN=arnA PE=1 SV=1	1	60.24	74224.11717	6
P77293	yfdH	Bactoprenol glucosyl transferase homolog from prophage CPS-53 OS=Escherichia coli (strain K12) GN=yfdH PE=1 SV=1	1	39.47	34595.50641	5
